200	1000	
200	1001	
200	1002	
200	1003	
200	1004	
200	1005	
201	1000	
201	1001	
201	1002	
201	1003	
201	1004	
201	1005	
202	1000	
202	1001	
202	1002	
202	1003	
202	1004	
202	1005	
203	1000	
203	1001	
203	1002	
203	1003	
203	1004	
203	1005	
200	1000	
200	1001	
200	1002	
200	1003	
200	1004	
200	1005	
201	1000	
201	1001	
201	1002	
201	1003	
201	1004	
201	1005	
202	1000	
202	1001	
202	1002	
202	1003	
202	1004	
202	1005	
203	1000	
203	1001	
203	1002	
203	1003	
203	1004	
203	1005	
